category,attribute1,attribute2,word_overlap,string_similarity,combined_score
familyRelationships,has best friend,has gay best friend,0.75,0.88,1.63
familyRelationships,family owns restaurant,family owns small restaurant,0.75,0.88,1.63
familyRelationships,father is army veteran,father is veteran,0.75,0.87,1.62
familyRelationships,mother is Sunday school teacher,mother was Sunday school teacher,0.67,0.95,1.62
familyRelationships,adopted father works at HP,father works at HP,0.8,0.82,1.62
familyRelationships,has older sister,has older sister Mary,0.75,0.86,1.61
familyRelationships,has 10-year-old son,has 18-year-old son,0.67,0.95,1.61
familyRelationships,mother of daughters,mother of three daughters,0.75,0.86,1.61
familyRelationships,raises two children,raises two children alone,0.75,0.86,1.61
familyRelationships,has 8 grandchildren,has grandchildren,0.67,0.94,1.61
familyRelationships,cares for grandmother,mother cares for grandmother,0.75,0.86,1.61
familyRelationships,parents are school teachers,parents are teachers,0.75,0.85,1.6
familyRelationships,mother is cello teacher,mother is teacher,0.75,0.85,1.6
familyRelationships,mother is music teacher,mother is teacher,0.75,0.85,1.6
familyRelationships,mother is piano teacher,mother is teacher,0.75,0.85,1.6
familyRelationships,youngest sister in 1st grade,youngest sister in first grade,0.67,0.93,1.6
familyRelationships,has 4 daughters,has daughters,0.67,0.93,1.6
familyRelationships,husband firefighter,husband is firefighter,0.67,0.93,1.59
familyRelationships,family owns dairy farm,family owns farm,0.75,0.84,1.59
familyRelationships,has two brothers,has two older brothers,0.75,0.84,1.59
familyRelationships,has 2 brothers,has brothers,0.67,0.92,1.59
familyRelationships,has 2 children,has children,0.67,0.92,1.59
familyRelationships,has 3 brothers,has brothers,0.67,0.92,1.59
familyRelationships,has 3 children,has children,0.67,0.92,1.59
familyRelationships,has 3 siblings,has siblings,0.67,0.92,1.59
familyRelationships,has 4 children,has children,0.67,0.92,1.59
familyRelationships,has 4 siblings,has siblings,0.67,0.92,1.59
familyRelationships,has 5 children,has children,0.67,0.92,1.59
familyRelationships,has 5 siblings,has siblings,0.67,0.92,1.59
familyRelationships,has 6 siblings,has siblings,0.67,0.92,1.59
familyRelationships,has 8 brothers,has brothers,0.67,0.92,1.59
familyRelationships,mother of two,mother of two boys,0.75,0.84,1.59
familyRelationships,mother of two,mother of two sons,0.75,0.84,1.59
familyRelationships,mother was school teacher,mother was teacher,0.75,0.84,1.59
familyRelationships,has 10-year-old son,has 4-year-old son,0.67,0.92,1.59
familyRelationships,has 18-year-old son,has 4-year-old son,0.67,0.92,1.59
familyRelationships,has several unknown siblings,has unknown siblings,0.75,0.83,1.58
familyRelationships,mother read bedtime stories,mother reads bedtime stories,0.6,0.98,1.58
familyRelationships,mother immigrant,mother is immigrant,0.67,0.91,1.58
familyRelationships,mother is school teacher,mother is teacher,0.75,0.83,1.58
familyRelationships,has stay at home mom,stay-at-home mom,0.8,0.78,1.58
familyRelationships,has son who is straight A student,son is straight A student,0.71,0.86,1.58
familyRelationships,has husband firefighter,husband firefighter,0.67,0.9,1.57
familyRelationships,raised by mother,raised by single mother,0.75,0.82,1.57
familyRelationships,lives with brother,lives with younger brother,0.75,0.82,1.57
familyRelationships,has best friend,has best friend Calden,0.75,0.81,1.56
familyRelationships,has best friend,has best friend Cayden,0.75,0.81,1.56
familyRelationships,has best friend,has best friend nearby,0.75,0.81,1.56
familyRelationships,wife is former teacher,wife is teacher,0.75,0.81,1.56
familyRelationships,mother is cooking teacher,mother is teacher,0.75,0.81,1.56
familyRelationships,mother is retired teacher,mother is teacher,0.75,0.81,1.56
familyRelationships,birth mother met at age 16,birth mother met at age sixteen,0.71,0.84,1.56
familyRelationships,has 1 child age 3,has one child age 3,0.67,0.89,1.56
familyRelationships,has 13 children,has children,0.67,0.89,1.56
familyRelationships,mother is nurse,mother nurse,0.67,0.89,1.56
familyRelationships,has best friend Calden,has best friend Cayden,0.6,0.95,1.55
familyRelationships,youngest of 3 siblings,youngest of 5 siblings,0.6,0.95,1.55
familyRelationships,youngest of 3 siblings,youngest of 8 siblings,0.6,0.95,1.55
familyRelationships,youngest of 3 siblings,youngest of 9 siblings,0.6,0.95,1.55
familyRelationships,youngest of 5 siblings,youngest of 8 siblings,0.6,0.95,1.55
familyRelationships,youngest of 5 siblings,youngest of 9 siblings,0.6,0.95,1.55
familyRelationships,youngest of 8 siblings,youngest of 9 siblings,0.6,0.95,1.55
familyRelationships,has son Owen,has son named Owen,0.75,0.8,1.55
familyRelationships,has two adopted children,has two children,0.75,0.8,1.55
familyRelationships,has three daughters,three daughters,0.67,0.88,1.55
familyRelationships,has wife who is stay-at-home,wife is stay-at-home,0.71,0.83,1.55
familyRelationships,has husband who is corporate attorney,husband is corporate attorney,0.67,0.88,1.55
familyRelationships,husband is police officer,husband was police officer,0.6,0.94,1.54
familyRelationships,has best friend,has best friend Abigail,0.75,0.79,1.54
familyRelationships,father is police officer,father was police officer,0.6,0.94,1.54
familyRelationships,mother is school teacher,mother was school teacher,0.6,0.94,1.54
familyRelationships,has five grandchildren,has grandchildren,0.67,0.87,1.54
familyRelationships,father worked long hours,father works long hours,0.6,0.94,1.54
familyRelationships,has older brother,older brother,0.67,0.87,1.53
familyRelationships,father is a police officer,father is retired police officer,0.67,0.86,1.53
familyRelationships,has husband who is police officer,husband is police officer,0.67,0.86,1.53
familyRelationships,has brothers,has six brothers,0.67,0.86,1.52
familyRelationships,has brothers,has two brothers,0.67,0.86,1.52
familyRelationships,has children,has two children,0.67,0.86,1.52
familyRelationships,has daughter,has one daughter,0.67,0.86,1.52
familyRelationships,has grandson,has one grandson,0.67,0.86,1.52
familyRelationships,has siblings,has six siblings,0.67,0.86,1.52
familyRelationships,has siblings,has two siblings,0.67,0.86,1.52
familyRelationships,has six brothers,six brothers,0.67,0.86,1.52
familyRelationships,has twin brother,twin brother,0.67,0.86,1.52
familyRelationships,mother is a teacher,mother was a teacher,0.6,0.92,1.52
familyRelationships,father works at HP,father works at UPS,0.6,0.92,1.52
familyRelationships,has mother who is social worker,mother is social worker,0.67,0.85,1.52
familyRelationships,father is school teacher,mother is school teacher,0.6,0.92,1.52
familyRelationships,best friend,has best friend,0.67,0.85,1.51
familyRelationships,has twin sister,twin sister,0.67,0.85,1.51
familyRelationships,sister is author,sister is published author,0.75,0.76,1.51
familyRelationships,father in church choir,mother in church choir,0.6,0.91,1.51
familyRelationships,has 2 children,has 2 deceased children,0.75,0.76,1.51
familyRelationships,has daughters,has four daughters,0.67,0.84,1.51
familyRelationships,values family,values family time,0.67,0.84,1.51
familyRelationships,mother is a teacher,mother is piano teacher,0.6,0.9,1.5
familyRelationships,parent of 3 children,parent of two children,0.6,0.9,1.5
familyRelationships,father worked in circus,grandfather worked in circus,0.6,0.9,1.5
familyRelationships,raises two children alone,raising two children alone,0.6,0.9,1.5
familyRelationships,divorced parents,parents divorced,1.0,0.5,1.5
familyRelationships,father deceased,father deceased young,0.67,0.83,1.5
familyRelationships,has husband who is CEO,has husband who is soldier,0.67,0.83,1.5
familyRelationships,has one sister,has sister,0.67,0.83,1.5
familyRelationships,mother deceased,mother deceased young,0.67,0.83,1.5
familyRelationships,has husband who is salesman,has husband who is soldier,0.67,0.83,1.5
familyRelationships,father has red hair,mother has red hair,0.6,0.89,1.49
familyRelationships,has children,has five children,0.67,0.83,1.49
familyRelationships,has children,has four children,0.67,0.83,1.49
familyRelationships,has four siblings,has siblings,0.67,0.83,1.49
familyRelationships,mother of two,mother of two children,0.75,0.74,1.49
familyRelationships,brother was in the navy,has brother was in navy,0.67,0.83,1.49
familyRelationships,mother cares for grandmother,mother cares for grandmother on weekdays,0.67,0.82,1.49
familyRelationships,has two children aged 12 and 14,has two children aged 2 and 6,0.56,0.93,1.49
familyRelationships,mother of two boys,mother of two sons,0.6,0.89,1.49
familyRelationships,father is college professor,wife is college professor,0.6,0.88,1.48
familyRelationships,has boyfriend in Italy,has boyfriend in army,0.6,0.88,1.48
familyRelationships,has husband who is CEO,has husband who is salesman,0.67,0.82,1.48
familyRelationships,mother is nurse,mother is registered nurse,0.75,0.73,1.48
familyRelationships,has brother,has twin brother,0.67,0.81,1.48
familyRelationships,oldest of three brothers,youngest of three brothers,0.6,0.88,1.48
familyRelationships,has daughters,has three daughters,0.67,0.81,1.48
familyRelationships,cares for mother,mother cares for grandmother,0.75,0.73,1.48
familyRelationships,mother is stay-at-home,wife is stay-at-home,0.67,0.81,1.48
familyRelationships,mother of three daughters,mother of two daughters,0.6,0.88,1.48
familyRelationships,sister is maternal figure,sister is mother figure,0.6,0.88,1.48
familyRelationships,youngest of 3 brothers,youngest of three brothers,0.6,0.88,1.48
familyRelationships,youngest of 3 siblings,youngest of three siblings,0.6,0.88,1.48
familyRelationships,youngest of 5 siblings,youngest of three siblings,0.6,0.88,1.48
familyRelationships,youngest of 8 siblings,youngest of three siblings,0.6,0.88,1.48
familyRelationships,youngest of 9 siblings,youngest of three siblings,0.6,0.88,1.48
familyRelationships,mother is kindergarten teacher,mother is teacher,0.75,0.72,1.47
familyRelationships,mother of two,mother of two daughters,0.75,0.72,1.47
familyRelationships,best friend in Japan,best friend in band,0.6,0.87,1.47
familyRelationships,mother of three children,mother of two children,0.6,0.87,1.47
familyRelationships,father is police officer,father retired police officer,0.6,0.87,1.47
familyRelationships,former student,former student visits,0.67,0.8,1.47
familyRelationships,has brothers,has three brothers,0.67,0.8,1.47
familyRelationships,has children,has three children,0.67,0.8,1.47
familyRelationships,has siblings,has three siblings,0.67,0.8,1.47
familyRelationships,has sister,has twin sister,0.67,0.8,1.47
familyRelationships,has sons,has two sons,0.67,0.8,1.47
familyRelationships,has 13 children,has 3 children,0.5,0.97,1.47
familyRelationships,oldest of 3 brothers,oldest of three brothers,0.6,0.86,1.46
familyRelationships,absent father,father absent,1.0,0.46,1.46
familyRelationships,mother single,single mother,1.0,0.46,1.46
familyRelationships,has wife who is hairdresser,has wife who is nurse,0.67,0.79,1.46
familyRelationships,mother is a teacher,mother is cello teacher,0.6,0.86,1.46
familyRelationships,mother is a teacher,mother is music teacher,0.6,0.86,1.46
familyRelationships,mother is best friend,sister is best friend,0.6,0.86,1.46
familyRelationships,mother is cooking teacher,mother is school teacher,0.6,0.86,1.46
familyRelationships,oldest of 3 brothers,youngest of 3 brothers,0.6,0.86,1.46
familyRelationships,oldest of 5 siblings,youngest of 5 siblings,0.6,0.86,1.46
familyRelationships,ex-girlfriend,ex-girlfriend eloped,0.67,0.79,1.45
familyRelationships,mother single,mother single parent,0.67,0.79,1.45
familyRelationships,mother is Sunday school teacher,mother is school music teacher,0.67,0.79,1.45
familyRelationships,lives with mother,mother lives with me,0.75,0.7,1.45
familyRelationships,has brother,has older brother,0.67,0.79,1.45
familyRelationships,has toddler,has toddler child,0.67,0.79,1.45
familyRelationships,mother is cello teacher,mother is school teacher,0.6,0.85,1.45
familyRelationships,mother is music teacher,mother is school teacher,0.6,0.85,1.45
familyRelationships,father in military,father is military,0.5,0.94,1.44
familyRelationships,has one son,has son,0.67,0.78,1.44
familyRelationships,mother was a teacher,mother was school teacher,0.6,0.84,1.44
familyRelationships,father works at HP,father works at mill,0.6,0.84,1.44
familyRelationships,married to high school friend,married to high school sweetheart,0.67,0.77,1.44
familyRelationships,husband works in telecommunications,mother works in telecommunications,0.6,0.84,1.44
familyRelationships,has wife who is nurse,has wife who is teacher,0.67,0.77,1.44
familyRelationships,has sister in Canada,visits sister in Canada,0.6,0.84,1.44
familyRelationships,mother is a teacher,mother is school teacher,0.6,0.84,1.44
familyRelationships,has older sister,has sister,0.67,0.77,1.44
familyRelationships,mother is cello teacher,mother is cooking teacher,0.6,0.83,1.43
familyRelationships,mother is weightlifter,mother was weightlifter,0.5,0.93,1.43
familyRelationships,parents are scientists,parents were scientists,0.5,0.93,1.43
familyRelationships,has 2 brothers,has 3 brothers,0.5,0.93,1.43
familyRelationships,has 2 brothers,has 8 brothers,0.5,0.93,1.43
familyRelationships,has 2 children,has 3 children,0.5,0.93,1.43
familyRelationships,has 2 children,has 4 children,0.5,0.93,1.43
familyRelationships,has 2 children,has 5 children,0.5,0.93,1.43
familyRelationships,has 3 brothers,has 8 brothers,0.5,0.93,1.43
familyRelationships,has 3 children,has 4 children,0.5,0.93,1.43
familyRelationships,has 3 children,has 5 children,0.5,0.93,1.43
familyRelationships,has 3 siblings,has 4 siblings,0.5,0.93,1.43
familyRelationships,has 3 siblings,has 5 siblings,0.5,0.93,1.43
familyRelationships,has 3 siblings,has 6 siblings,0.5,0.93,1.43
familyRelationships,has 4 children,has 5 children,0.5,0.93,1.43
familyRelationships,has 4 siblings,has 5 siblings,0.5,0.93,1.43
familyRelationships,has 4 siblings,has 6 siblings,0.5,0.93,1.43
familyRelationships,has 5 siblings,has 6 siblings,0.5,0.93,1.43
familyRelationships,parents are teachers,parents were teachers,0.5,0.93,1.43
familyRelationships,has wife who is hairdresser,has wife who is teacher,0.67,0.76,1.43
familyRelationships,has husband who is salesman,husband is salesman,0.6,0.83,1.43
familyRelationships,has wife who is hairdresser,wife is hairdresser,0.6,0.83,1.43
familyRelationships,mother is cello teacher,mother is music teacher,0.6,0.83,1.43
familyRelationships,mother is cello teacher,mother is piano teacher,0.6,0.83,1.43
familyRelationships,mother is music teacher,mother is piano teacher,0.6,0.83,1.43
familyRelationships,brother couch surfing,brother couch surfing at house,0.6,0.82,1.42
familyRelationships,dog introduced first wife,dog introduced second wife,0.6,0.82,1.42
familyRelationships,has 2 sisters,has 3 sisters,0.5,0.92,1.42
familyRelationships,father works at UPS,father works at mill,0.6,0.82,1.42
familyRelationships,husband is soldier,husband was soldier,0.5,0.92,1.42
familyRelationships,has best friend Cayden,has best friend nearby,0.6,0.82,1.42
familyRelationships,has husband who is soldier,husband is soldier,0.6,0.82,1.42
familyRelationships,mother is a teacher,mother is cooking teacher,0.6,0.82,1.42
familyRelationships,mother is a teacher,mother is retired teacher,0.6,0.82,1.42
familyRelationships,no contact with family,no contact with father,0.6,0.82,1.42
familyRelationships,has siblings,has unknown siblings,0.67,0.75,1.42
familyRelationships,mother of two boys,mother of two high school boys,0.67,0.75,1.42
familyRelationships,father retired police officer,father was police officer,0.6,0.81,1.41
familyRelationships,lives with brother,lives with mother,0.5,0.91,1.41
familyRelationships,mother is teacher,mother was teacher,0.5,0.91,1.41
familyRelationships,has one child,has one child age 3,0.6,0.81,1.41
